Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/1/07,0.378,0,243.4,1.6,0,0,0
2/1/07,0.378,0,243.62,1.6,0,0,0
2/1/07,0.38,0,244.18,1.6,0,0,0
2/1/07,0.382,0,244.73,1.6,0,0,0
2/1/07,0.382,0,244.5,1.6,0,0,0
2/1/07,0.38,0,244.43,1.6,0,0,0
2/1/07,0.38,0,243.89,1.6,0,0,0
2/1/07,0.38,0,244.03,1.6,0,0,0
2/1/07,0.57,0,243.33,2.8,0,0,1
2/1/07,1.534,0,242.78,6.2,0,0,19
2/1/07,1.522,0,243.19,6.2,0,0,18
2/1/07,1.486,0,242.56,6,0,0,19
2/1/07,1.472,0,242.53,6,0,0,18
2/1/07,1.464,0,242.26,6,0,0,18
2/1/07,1.458,0,241.87,6,0,0,18
2/1/07,1.458,0,242.13,6,0,0,18
2/1/07,1.474,0,243.48,6,0,0,18
2/1/07,1.518,0.062,243.13,6.2,0,0,18
2/1/07,1.54,0.122,242.96,6.2,0,0,18
2/1/07,1.538,0.12,242.86,6.2,0,0,18
2/1/07,1.542,0.122,243.15,6.2,0,0,19
2/1/07,1.54,0.122,242.97,6.2,0,0,18
2/1/07,1.55,0.126,242.42,6.4,0,0,18
2/1/07,1.636,0.254,242.14,6.8,0,0,18
2/1/07,1.632,0.252,241.99,6.8,0,0,18
2/1/07,1.582,0.184,241.88,6.6,0,0,17
2/1/07,1.548,0.144,241.41,6.4,0,0,18
2/1/07,1.556,0.148,242.2,6.4,0,0,18
2/1/07,1.548,0.144,241.59,6.4,0,0,18
3/1/07,0.252,0.056,246.24,1,0,0,0
3/1/07,0.29,0.086,245.28,1.4,0,0,0
3/1/07,0.324,0.16,245.27,1.4,0,0,0
3/1/07,0.324,0.158,245.29,1.4,0,0,0
3/1/07,0.326,0.162,245.77,1.4,0,0,0
3/1/07,0.406,0.158,245.5,1.8,0,0,0
3/1/07,0.456,0.156,245.19,2,0,0,0
3/1/07,0.324,0.162,245.92,1.4,0,0,0
3/1/07,0.322,0.164,246.25,1.4,0,0,0
3/1/07,0.296,0.132,245.65,1.4,0,0,0
3/1/07,0.242,0.05,245.26,1,0,0,0
3/1/07,0.244,0.05,245.4,1,0,0,0
3/1/07,0.316,0.118,245.36,1.6,0,0,0
3/1/07,0.36,0.186,244.95,1.6,0,0,0
3/1/07,0.352,0.18,244,1.6,0,0,0
3/1/07,0.342,0.176,243.37,1.6,0,0,0
3/1/07,0.342,0.18,243.97,1.6,0,0,0
3/1/07,0.35,0.184,244.55,1.6,0,0,0
3/1/07,0.348,0.182,244.13,1.6,0,0,0
3/1/07,0.346,0.184,244.33,1.6,0,0,0
3/1/07,0.344,0.18,243.9,1.6,0,0,0
3/1/07,0.336,0.18,243.77,1.6,0,0,0
3/1/07,0.336,0.182,243.87,1.6,0,0,0
3/1/07,0.342,0.182,243.7,1.6,0,0,0
3/1/07,0.338,0.174,242.66,1.6,0,0,0
3/1/07,0.338,0.178,243.15,1.6,0,0,0
3/1/07,0.334,0.172,242.88,1.6,0,0,0
3/1/07,0.236,0,242.9,1,0,0,0
3/1/07,0.238,0,242.54,1,0,0,0
3/1/07,0.244,0,242.78,1,0,0,0
3/1/07,0.244,0,243.45,1,0,0,0
3/1/07,0.244,0,243.11,1,0,0,0
3/1/07,0.242,0,243.65,1,0,0,0
3/1/07,0.238,0,243.12,1,0,0,0
3/1/07,0.238,0,242.08,1,0,0,0
3/1/07,0.24,0,241.52,1,0,0,0
3/1/07,0.242,0,242.1,1,0,0,0
3/1/07,0.242,0,241.95,1,0,0,0
3/1/07,0.24,0,242.45,1,0,0,0
3/1/07,0.236,0,242.94,1,0,0,0
3/1/07,0.24,0,242.71,1,0,0,0
3/1/07,0.244,0,243.01,1,0,0,0
3/1/07,0.244,0,242.79,1,0,0,0
3/1/07,0.244,0,242.92,1,0,0,0
3/1/07,0.32,0.132,242.99,1.6,0,0,0
3/1/07,0.312,0.144,242.79,1.4,0,0,0
3/1/07,0.318,0.144,242.78,1.4,0,0,0
3/1/07,0.32,0.144,242.78,1.4,0,0,0
3/1/07,0.32,0.146,243.03,1.4,0,0,0
3/1/07,0.316,0.142,242.47,1.4,0,0,0
3/1/07,0.312,0.138,241.88,1.4,0,0,0
3/1/07,0.306,0.138,241.63,1.4,0,0,0
3/1/07,0.272,0.088,242.08,1.2,0,0,0
3/1/07,0.308,0.1,241.65,1.4,0,0,0
3/1/07,0.354,0.174,242.66,1.6,0,0,0
3/1/07,0.35,0.176,242.83,1.6,0,0,0
3/1/07,0.342,0.174,242.56,1.6,0,0,0
3/1/07,0.34,0.174,242.66,1.6,0,0,0
3/1/07,0.344,0.178,243.07,1.6,0,0,0
3/1/07,0.346,0.178,243.32,1.6,0,0,0
3/1/07,0.344,0.178,243.04,1.6,0,0,0
3/1/07,0.342,0.178,243.13,1.6,0,0,0
3/1/07,0.334,0.178,243.32,1.6,0,0,0
3/1/07,0.336,0.182,243.97,1.6,0,0,0
3/1/07,0.34,0.176,242.92,1.6,0,0,0
3/1/07,0.334,0.168,241.63,1.6,0,0,0
3/1/07,0.334,0.164,241.22,1.6,0,0,0
3/1/07,0.332,0.16,240.26,1.6,0,0,0
3/1/07,0.294,0.114,239.49,1.4,0,0,0
3/1/07,0.23,0,239.75,1,0,0,0
3/1/07,0.24,0,240.82,1,0,0,0
3/1/07,0.242,0,241.73,1,0,0,0
3/1/07,0.24,0,241.52,1,0,0,0
3/1/07,0.24,0,242.91,1,0,0,0
3/1/07,1.628,0.166,241.1,6.8,0,1,0
3/1/07,1.628,0.166,241.12,6.8,0,1,0
3/1/07,1.628,0.166,241.21,6.8,0,1,0
3/1/07,1.634,0.172,241.93,6.8,0,2,0
3/1/07,1.634,0.174,242.37,6.8,0,1,0
3/1/07,1.484,0.316,242.78,6.4,0,1,0
3/1/07,1.03,0.184,242.93,4.2,0,1,0
3/1/07,1.122,0.134,241.83,4.6,0,1,0
3/1/07,0.652,0.092,242.25,3,0,2,0
3/1/07,0.726,0.084,242.44,3.8,0,1,0
3/1/07,3.618,0,239.94,15,0,0,0
3/1/07,3.596,0.066,240.2,15,0,0,0
3/1/07,3.56,0.07,238.76,14.8,0,0,0
3/1/07,1.978,0,240.32,10.2,0,0,0
3/1/07,0.696,0,241.61,3,0,0,0
3/1/07,0.716,0,240.96,3,0,0,0
3/1/07,0.716,0,240.71,3,0,0,0
3/1/07,0.716,0,240.95,3,0,0,0
3/1/07,0.716,0,240.79,3,0,0,0
3/1/07,0.76,0,240.57,3.2,0,0,0
3/1/07,0.792,0.06,241.08,3.2,0,0,0
3/1/07,0.792,0.06,241.18,3.4,0,0,0
3/1/07,0.844,0.116,240.8,3.6,0,0,0
3/1/07,0.896,0.194,241.11,3.8,0,0,0
3/1/07,0.894,0.2,241.98,3.8,0,0,0
3/1/07,0.89,0.198,241.75,3.8,0,0,0
3/1/07,0.888,0.198,241.89,3.8,0,0,0
3/1/07,0.884,0.2,241.94,3.8,0,0,0
3/1/07,0.866,0.174,242.2,3.6,0,0,0
3/1/07,0.818,0.102,243.22,3.4,0,0,0
3/1/07,0.822,0.102,242.9,3.4,0,0,0
3/1/07,0.822,0.104,243.44,3.4,0,0,0
3/1/07,0.82,0.102,243.11,3.4,0,0,0
3/1/07,0.814,0.098,242.37,3.4,0,0,0
3/1/07,0.806,0.094,241.94,3.4,0,0,0
3/1/07,0.804,0.092,241.31,3.4,0,0,0
3/1/07,0.81,0.098,242.44,3.4,0,0,0
3/1/07,0.806,0.094,241.96,3.4,0,0,0
3/1/07,0.754,0,240.48,3.2,0,0,0
3/1/07,0.708,0,240.92,3,0,0,0
3/1/07,0.71,0,241.2,3,0,0,0
3/1/07,0.71,0,241.32,3,0,0,0
3/1/07,0.714,0,242.22,3,0,0,0
3/1/07,0.712,0,241.79,3,0,0,0
3/1/07,0.712,0,241.77,3,0,0,0
3/1/07,0.712,0,241.52,3,0,0,0
3/1/07,0.71,0,241.32,3,0,0,0
3/1/07,0.71,0,241.35,3,0,0,0
3/1/07,0.716,0,242.47,3,0,0,0
3/1/07,0.714,0,242.31,3,0,0,0
3/1/07,0.712,0,241.78,3,0,0,0
3/1/07,0.714,0,242.1,3,0,0,0
3/1/07,0.712,0,241.66,3,0,0,0
3/1/07,0.71,0,241.09,3,0,0,0
3/1/07,0.71,0,241.23,3,0,0,0
3/1/07,0.712,0,241.57,3,0,0,0
3/1/07,0.712,0,241.68,3,0,0,0
3/1/07,0.712,0,241.73,3,0,0,0
3/1/07,0.72,0,241.61,3,0,0,0
3/1/07,0.794,0.06,240.86,3.4,0,0,0
3/1/07,0.786,0.06,241.13,3.2,0,0,0
3/1/07,0.788,0.062,241.58,3.2,0,0,0
3/1/07,0.79,0.066,242.4,3.2,0,0,0
3/1/07,0.792,0.068,242.72,3.2,0,0,0
3/1/07,0.876,0.16,242.8,3.8,0,0,0
3/1/07,0.9,0.206,242.97,3.8,0,0,0
3/1/07,0.9,0.214,244.02,3.8,0,0,0
3/1/07,0.878,0.184,244.39,3.6,0,0,0
3/1/07,0.826,0.108,244.18,3.4,0,0,0
3/1/07,0.824,0.106,244.11,3.4,0,0,0
3/1/07,0.82,0.104,243.71,3.4,0,0,0
3/1/07,0.818,0.102,243.53,3.4,0,0,0
3/1/07,0.816,0.102,243.26,3.4,0,0,0
3/1/07,0.818,0.104,243.83,3.4,0,0,0
3/1/07,0.82,0.11,244.74,3.4,0,0,0
3/1/07,0.822,0.112,245.19,3.4,0,0,0
3/1/07,0.82,0.11,244.97,3.4,0,0,0
3/1/07,0.818,0.108,244.54,3.4,0,0,0
3/1/07,0.82,0.11,244.68,3.4,0,0,0
3/1/07,0.82,0.112,245.1,3.4,0,0,0
3/1/07,0.752,0,245.05,3.2,0,0,0
3/1/07,0.986,0,243.91,4,0,0,0
3/1/07,1.054,0,243.19,4.4,0,0,0
3/1/07,0.806,0,243.39,3.4,0,0,0
3/1/07,0.722,0,243.68,3,0,0,0
3/1/07,0.722,0,243.89,3,0,0,0
3/1/07,0.722,0,244.14,3,0,0,0
3/1/07,0.724,0,244.34,3,0,0,0
3/1/07,0.726,0,244.81,3,0,0,0
3/1/07,0.724,0,244.38,3,0,0,0
3/1/07,0.724,0,244.21,3,0,0,0
3/1/07,0.72,0,243.69,3,0,0,0
3/1/07,0.722,0,243.76,3,0,0,0
3/1/07,0.722,0,243.78,3,0,0,0
3/1/07,0.724,0,244.58,3,0,0,0
3/1/07,0.724,0,244.59,3,0,0,0
3/1/07,0.762,0,244.39,3.2,0,0,0
3/1/07,0.8,0.076,244.36,3.4,0,0,0
3/1/07,0.804,0.08,245.27,3.4,0,0,0
3/1/07,0.802,0.076,244.37,3.4,0,0,0
3/1/07,0.8,0.074,244.17,3.4,0,0,0
3/1/07,0.8,0.074,244.41,3.4,0,0,0
3/1/07,1.65,0.064,243.65,7,0,0,12
3/1/07,1.942,0.068,244.7,7.8,0,0,19
3/1/07,1.924,0.068,244.56,7.8,0,0,19
3/1/07,1.912,0,244.56,7.8,0,0,18
3/1/07,1.954,0.102,244.96,8,0,0,19
3/1/07,1.94,0.098,244.37,8,0,0,18
3/1/07,1.944,0.102,244.99,7.8,0,0,18
3/1/07,1.948,0.104,245.47,7.8,0,0,19
3/1/07,1.938,0.104,245,7.8,0,0,18
3/1/07,1.932,0.104,244.6,7.8,0,0,19
3/1/07,1.922,0.102,244.08,7.8,0,0,18
3/1/07,1.93,0.104,244.66,7.8,0,0,18
3/1/07,1.93,0.106,244.86,7.8,0,0,19
3/1/07,1.93,0.106,244.97,7.8,0,0,18
3/1/07,1.93,0.106,245,7.8,0,0,18
3/1/07,1.932,0.106,245.14,7.8,0,0,19
3/1/07,1.928,0.104,244.89,7.8,0,0,18
3/1/07,1.918,0.1,244.19,7.8,0,0,18
3/1/07,1.922,0.102,244.44,7.8,0,0,19
3/1/07,1.886,0.046,244.64,7.6,0,0,18
3/1/07,1.846,0,245.83,7.4,0,0,18
3/1/07,1.85,0,246.06,7.4,0,0,19
3/1/07,1.856,0,246.48,7.4,0,0,19
3/1/07,1.876,0,246.68,7.6,0,0,18
3/1/07,2.022,0,245.62,8.2,0,0,19
3/1/07,1.958,0,244.97,8,0,0,18
3/1/07,2.128,0,245.21,8.6,0,0,18
3/1/07,2.676,0,245.66,11.8,0,0,19
3/1/07,5.068,0.06,243.49,20.8,0,0,18
3/1/07,5.182,0.05,243.5,21.2,0,0,18
3/1/07,5.19,0.064,243.71,21.2,0,2,18
3/1/07,2.948,0.246,244.6,12.8,0,1,19
3/1/07,2.506,0.28,244.85,10.2,0,2,18
3/1/07,2.444,0.236,244.72,10,0,1,18
3/1/07,2.326,0.194,244.82,9.4,0,1,19
3/1/07,2.324,0.192,244.37,9.4,0,2,18
3/1/07,2.32,0.192,244.11,9.4,0,1,18
3/1/07,1.372,0.206,245.44,5.8,0,2,4
3/1/07,1.406,0.286,245.22,6.4,0,1,0
3/1/07,1.83,0.378,245.63,8.4,0,1,0
3/1/07,1.242,0.22,247.32,5,0,2,0
3/1/07,1.246,0.224,247.91,5,0,1,0
3/1/07,1.024,0.23,248.53,4.2,0,2,0
3/1/07,0.9,0.23,248.18,3.8,0,1,0
3/1/07,0.92,0.222,246.83,3.8,0,1,0
3/1/07,1.32,0.322,245.98,5.6,0,2,0
3/1/07,1.322,0.338,245.62,5.6,0,1,0
3/1/07,1.254,0.246,246.17,5.2,0,1,0
3/1/07,1.258,0.252,247.01,5.2,0,1,0
3/1/07,1.06,0.258,247.25,4.4,0,2,0
3/1/07,0.912,0.258,246.9,3.8,0,1,0
3/1/07,0.91,0.258,246.9,3.8,0,1,0
3/1/07,0.91,0.26,247.23,3.8,0,1,0
3/1/07,0.926,0.25,246.05,4,0,2,0
3/1/07,1.072,0.236,244.72,4.4,0,1,0
3/1/07,0.904,0.24,244.51,3.8,0,1,0
3/1/07,0.832,0.134,243.92,3.4,0,0,0
3/1/07,0.82,0.11,244.08,3.4,0,0,0
3/1/07,0.82,0.112,244.31,3.4,0,0,0
3/1/07,0.82,0.112,244.23,3.4,0,0,0
3/1/07,0.822,0.116,244.95,3.4,0,0,0
3/1/07,0.748,0,244.9,3,0,0,0
3/1/07,0.726,0,244.67,3,0,0,0
3/1/07,0.726,0,244.28,3,0,0,0
3/1/07,0.722,0,243.15,3,0,0,0
3/1/07,0.72,0,242.69,3,0,0,0
3/1/07,0.836,0,242.22,3.4,0,0,0
3/1/07,0.936,0,241.38,4,0,0,0
3/1/07,1.12,0,241.85,4.6,0,0,0
4/1/07,0.85,0.046,242.61,3.6,0,0,0
4/1/07,0.742,0,242.57,3.2,0,0,0
4/1/07,0.906,0,243.35,3.8,0,0,0
4/1/07,0.606,0.046,243.16,2.6,0,0,0
4/1/07,0.538,0.046,243.29,2.2,0,0,0
4/1/07,0.522,0,242.56,2.2,0,0,0
4/1/07,0.55,0,243.01,2.2,0,0,0
4/1/07,0.782,0.124,243.03,3.2,0,0,0
4/1/07,1.486,0.138,241.64,6.2,0,0,0
4/1/07,1.458,0.14,241.71,6,0,0,0
4/1/07,1.462,0.142,242.29,6,0,0,0
4/1/07,1.492,0.146,242.87,6.2,0,0,0
4/1/07,1.604,0.142,242.4,6.6,0,0,0
4/1/07,1.56,0.14,242.69,6.4,0,0,0
4/1/07,1.42,0.124,242.64,5.8,0,0,0
4/1/07,2.172,0.084,241.47,9.8,0,6,0
4/1/07,4.01,0.09,240.43,16.6,0,39,0
4/1/07,3.786,0.102,241.48,15.6,1,39,0
4/1/07,4.572,0.102,241.33,19.4,1,39,0
4/1/07,5.756,0.104,240.32,23.8,2,38,0
4/1/07,5.886,0.108,240.34,24.4,1,39,0
4/1/07,5.922,0.11,240.21,24.6,1,39,0
4/1/07,5.85,0.11,239.87,24.4,1,39,0
4/1/07,5.738,0.112,239.63,23.8,1,38,0
4/1/07,5.692,0.112,239.6,23.6,2,39,0
4/1/07,5.554,0.116,239.79,23,1,38,0
4/1/07,5.464,0.122,239.73,22.8,1,39,0
4/1/07,5.36,0.118,239.14,22.4,1,38,0
4/1/07,5.164,0.122,240.13,21.4,1,39,0
4/1/07,4.06,0.134,241.8,17.4,11,10,0
4/1/07,5.16,0.12,239.76,21.4,39,2,0
4/1/07,5.85,0.136,239.51,24.8,38,13,0
4/1/07,5.118,0.168,239.84,21.2,39,0,0
4/1/07,5.126,0.15,240.85,21.2,39,1,0
4/1/07,5.088,0,241.26,21,39,1,0
4/1/07,5.106,0,241.28,21,39,1,0
4/1/07,5.106,0,240.8,21.2,39,1,0
4/1/07,5.018,0,238.73,21,38,2,0
4/1/07,5.01,0,238.58,21,38,1,0
4/1/07,4.862,0,236.26,20.4,38,1,0
4/1/07,4.834,0,235.04,20.4,37,1,0
4/1/07,4.83,0,235.21,20.4,37,0,0
4/1/07,2.808,0,237.13,11.8,4,1,0
4/1/07,2.756,0,237.79,11.6,1,1,0
4/1/07,2.764,0,238.02,11.6,2,2,0
4/1/07,2.822,0.102,237.96,11.8,1,1,0
4/1/07,2.992,0.172,237.82,12.6,1,4,0
4/1/07,3.102,0.194,237.68,13,1,5,0
4/1/07,3.052,0.182,237.44,12.8,1,6,0
4/1/07,3.022,0.178,236.62,12.8,2,4,0
4/1/07,2.95,0.166,235.74,12.4,1,5,0
4/1/07,2.738,0.138,236.66,11.4,1,0,0
4/1/07,2.722,0.104,236.3,11.4,1,0,0
4/1/07,2.718,0.106,236.41,11.4,1,0,0
4/1/07,2.702,0.058,237.23,11.4,2,0,0
4/1/07,2.652,0,237.05,11.2,1,0,0
4/1/07,2.658,0,238.05,11,1,0,0
4/1/07,2.654,0,237.85,11,1,0,0
4/1/07,2.666,0,238.57,11,1,0,0
4/1/07,2.654,0,237.51,11,1,0,0
4/1/07,2.762,0.136,237.51,11.6,2,0,0
4/1/07,2.754,0.134,237.75,11.6,1,0,0
4/1/07,2.43,0.146,238.09,10.2,1,0,0
4/1/07,2.45,0.178,238.41,10.2,1,0,0
4/1/07,2.406,0.17,238.51,10,1,0,0
4/1/07,2.434,0.156,238.2,10.2,1,0,0
4/1/07,2.43,0.15,238,10.2,1,0,0
4/1/07,2.412,0.144,237.44,10,2,0,0
4/1/07,2.394,0.138,236.59,10,1,0,0
4/1/07,2.406,0.14,237.28,10,1,0,0
4/1/07,2.394,0.138,236.7,10,1,0,0
4/1/07,2.402,0.14,237.17,10,1,0,0
4/1/07,2.404,0.166,237.37,10,1,0,0
4/1/07,2.382,0.168,238.11,10,1,0,0
4/1/07,2.422,0.156,238.31,10.2,1,0,0
4/1/07,4.44,0.05,236.49,18.8,34,0,0
5/1/07,2.354,0,242.58,9.6,0,0,0
5/1/07,2.406,0.126,242.46,9.8,0,0,0
5/1/07,2.418,0.13,243.17,9.8,0,0,0
5/1/07,2.426,0.132,243.62,9.8,0,0,0
5/1/07,2.424,0.132,243.51,9.8,0,0,0
5/1/07,2.422,0.132,243.52,9.8,0,0,0
5/1/07,2.41,0.128,242.96,9.8,0,0,0
5/1/07,2.414,0.13,243.17,9.8,0,0,0
5/1/07,2.4,0.126,242.54,9.8,0,0,0
5/1/07,2.334,0.048,241.59,9.6,0,0,0
5/1/07,2.322,0,242.04,9.6,0,0,0
5/1/07,2.324,0,242.1,9.6,0,0,0
5/1/07,2.326,0,242.25,9.6,0,0,0
5/1/07,2.328,0,242.28,9.6,0,0,0
5/1/07,2.346,0,243.31,9.6,0,0,0
5/1/07,2.348,0,243.44,9.6,0,0,0
5/1/07,2.35,0,243.54,9.6,0,0,0
5/1/07,2.352,0,243.67,9.6,0,0,0
5/1/07,2.354,0,243.81,9.6,0,0,0
5/1/07,2.344,0,243.28,9.6,0,0,0
5/1/07,2.346,0,243.14,9.6,0,0,0
5/1/07,2.516,0,242.96,10.2,0,0,0
5/1/07,2.4,0,243.18,9.8,0,0,0
5/1/07,2.44,0.158,242.63,10,0,0,0
5/1/07,2.442,0.16,242.86,10,0,0,0
5/1/07,2.424,0.156,242.08,10,0,0,0
5/1/07,2.414,0.152,241.59,10,0,0,0
5/1/07,2.422,0.156,242.12,10,0,0,0
5/1/07,2.426,0.158,242.4,10,0,0,0
5/1/07,2.42,0.156,242.11,10,0,0,0
5/1/07,2.42,0.156,242.19,10,0,0,0
5/1/07,2.432,0.16,242.9,10,0,0,0
5/1/07,2.448,0.166,243.8,10,0,0,0
5/1/07,2.444,0.164,243.64,10,0,0,0
5/1/07,2.43,0.16,242.96,10,0,0,0
5/1/07,2.43,0.16,242.89,10,0,0,0
5/1/07,2.424,0.158,242.47,10,0,0,0
5/1/07,2.424,0.154,242.68,10,0,0,0
5/1/07,2.344,0,243.11,9.6,0,0,0
5/1/07,2.344,0,243.14,9.6,0,0,0
5/1/07,2.344,0,243.18,9.6,0,0,0
5/1/07,2.418,0.102,243.24,9.8,0,0,0
5/1/07,2.406,0.126,242.42,9.8,0,0,0
5/1/07,2.4,0.124,242.12,9.8,0,0,0
5/1/07,2.406,0.126,242.46,9.8,0,0,0
5/1/07,2.398,0.124,242.04,9.8,0,0,0
5/1/07,2.396,0.124,242.05,9.8,0,0,0
5/1/07,2.382,0.12,241.34,9.8,0,0,0
5/1/07,2.378,0.12,241.24,9.8,0,0,0
5/1/07,2.352,0.066,241.92,9.6,0,0,0
5/1/07,2.332,0,242.4,9.6,0,0,0
5/1/07,2.336,0,242.63,9.6,0,0,0
5/1/07,2.338,0,242.75,9.6,0,0,0
5/1/07,2.338,0,242.81,9.6,0,0,0
5/1/07,2.344,0,243.16,9.6,0,0,0
5/1/07,2.33,0,242.3,9.6,0,0,0
5/1/07,2.32,0,241.71,9.6,0,0,0
5/1/07,2.314,0,241.46,9.6,0,0,0
